시도교육청코드,시도교육청명,행정구역명,학원교습소명,학원지정번호,학원명,개설일자,등록일자,등록상태명,휴원시작일자,휴원종료일자,정원합계,일시수용능력인원합계,분야명,교습계열명,교습과정목록명,교습과정명,인당수강료,수강료공개여부,기숙사학원여부,도로명주소,도로명상세주소,도로명우편번호,전화번호,수정일자
P10,전북특별자치도교육청,고창군,교습소,3000010018,징검다리수학교습소,20110311,20110311,개원,        ,99991231,26,6,입시.검정 및 보습,보통교과,수학(초등),보습,"수학(초등):120000, 수학(중등):150000, 수학(고등):200000",Y,N,전북특별자치도 고창군 고창읍 모양성로 47,.,56433,010-3321-4776,20250112
P10,전북특별자치도교육청,고창군,교습소,3000015725,캠퍼 잉글리쉬 교습소,20230830,20230830,개원,        ,        ,0,9,입시.검정 및 보습,보통교과,영어,보습,"영어:180000, 영어:200000, 영어:250000",Y,N,전북특별자치도 고창군 고창읍 중거리당산로 106,1층,56440,010-5295-1958,20240310
P10,전북특별자치도교육청,고창군,교습소,3000021825,한우리 독서 토론 논술 교습소,20260403,20260402,개원,        ,        ,0,4,입시.검정 및 보습,,,, ,Y, ,전북특별자치도 고창군 고창읍 교촌3길 11,1층 나동 103호,56428,,20260419
P10,전북특별자치도교육청,고창군,학원,3000013675,EM SCHOOL학원,20180321,20180320,개원,        ,99991231,101,32,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,전북특별자치도 고창군 고창읍 중앙로 262,2층,56432,010-9215-1538,20260301
P10,전북특별자치도교육청,고창군,학원,3000014863,HM수학학원,20210113,20210113,개원,        ,99991231,40,15,입시.검정 및 보습,보통교과,,보습, ,Y,N,전북특별자치도 고창군 고창읍 중앙로 215,2층,56433,010-9078-0700,20240211
P10,전북특별자치도교육청,고창군,학원,3000014135,P&I학원,20190308,20190308,개원,        ,99991231,37,28,입시.검정 및 보습,보통교과,,보습, ,Y,N,전북특별자치도 고창군 고창읍 중앙로 269,2층,56428,010-6602-5130,20240211
P10,전북특별자치도교육청,고창군,학원,3000014781,U box 독서실,20200923,20200924,개원,        ,99991231,39,39,독서실,독서,"독서실(유아/초·중·고),",독서실(유아/초·중·고), ,Y,N,전북특별자치도 고창군 고창읍 중앙로 215,2층,56433,010-2767-6881,20240211
P10,전북특별자치도교육청,고창군,학원,30438,YBM잉글루고창학원,20141201,20010717,개원,        ,99991231,84,60,종합(대),,"보습,실용외국어(유아/초·중·고),",, ,Y,N,전북특별자치도 고창군 고창읍 월곡12길 3,2층,56430,063-561-0575,20240211
P10,전북특별자치도교육청,고창군,학원,3000017786,고인돌공예학원,20231114,20231114,개원,        ,        ,50,10,기예(대),기예(중),도예,도예, ,Y,N,전북특별자치도 고창군 고창읍 중앙로 345,101호,56430,010-2203-4476,20250504
P10,전북특별자치도교육청,고창군,학원,1000009954,고창미용학원,19901204,19901204,개원,        ,99991231,440,20,직업기술,산업응용기술,"이·미용,",이·미용, ,Y,N,전북특별자치도 고창군 고창읍 성산2길 7,2층,56433,063-563-2791,20240211
P10,전북특별자치도교육청,고창군,학원,41371,고창성모간호학원,20180913,20090911,개원,        ,99991231,40,40,직업기술,간호보조기술,"간호조무사,",간호조무사, ,Y,N,전북특별자치도 고창군 고창읍 보릿골로 124,2층,56433,063-563-0776,20240211
P10,전북특별자치도교육청,고창군,학원,3000014572,공부잘하는학원,20170904,20170904,개원,        ,99991231,12,40,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,전북특별자치도 고창군 고창읍 중앙로 207,2층,56433,010-2017-3198,20240211
P10,전북특별자치도교육청,고창군,학원,3000012400,꿈마루독서실,20150906,20150903,개원,        ,99991231,96,48,독서실,독서,"독서실(유아/초·중·고),",독서실(유아/초·중·고), ,Y,N,전북특별자치도 고창군 고창읍 월곡10길 3-3,.,56430,063-563-0903,20260208
P10,전북특별자치도교육청,고창군,학원,41602,눈높이러닝센터고창학원,20091207,20091204,개원,        ,99991231,466,37,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,전북특별자치도 고창군 고창읍 성산2길 50,2층,56433,063-563-9509,20250413
P10,전북특별자치도교육청,고창군,학원,3000010890,또물또학원,20120726,20120725,개원,        ,99991231,150,40,입시.검정 및 보습,보통교과,"보습,",보습, ,N,N,전북특별자치도 고창군 고창읍 월곡로 42,2층,56430,063-564-1118,20240211
P10,전북특별자치도교육청,고창군,학원,3000014664,리드인학원,20200625,20200624,개원,        ,99991231,56,15,입시.검정 및 보습,,"보습,",, ,Y,N,전라북도 고창군 고창읍 중앙로 269,", 2층 (고창읍)",56428,010-5756-1144,20250427
P10,전북특별자치도교육청,고창군,학원,42159,매쓰업수학과학학원,20101109,20101109,개원,20220201,20221231,54,31,입시.검정 및 보습,보통교과,"보습,",보습, ,Y,N,전북특별자치도 고창군 고창읍 성산2길 50,2층,56433,063-564-7885,20240211
P10,전북특별자치도교육청,고창군,학원,38736,메가플러스학원,20051104,20051011,개원,        ,99991231,40,40,입시.검정 및 보습,보통교과,,보습, ,N,N,전북특별자치도 고창군 고창읍 중앙로 213,3층,56433,063-561-0905,20240707
P10,전북특별자치도교육청,고창군,학원,1000009801,명륜음악학원,20020104,20020104,개원,        ,99991231,100,9,예능(대),예능(중),음악,음악, ,Y,N,전북특별자치도 고창군 고창읍 교흥길 21,1층,56432,063-564-2111,20250112
P10,전북특별자치도교육청,고창군,학원,1000009948,무지개음악학원,19900613,19900613,개원,        ,99991231,36,9,예능(대),예능(중),"음악,",음악, ,Y,N,전북특별자치도 고창군 대산면 매산초등길 10-2,1층,56468,063-564-8222,20240211
P10,전북특별자치도교육청,고창군,학원,38028,바른학원,20050201,20050117,개원,        ,99991231,208,42,입시.검정 및 보습,보통교과,"보습,보습·논술",보습, ,N,N,전북특별자치도 고창군 고창읍 중앙로 260,2층,56432,063-562-0409,20260208
P10,전북특별자치도교육청,고창군,학원,3000011808,부부어학원,20140724,20140722,개원,        ,99991231,40,36,국제화,외국어,"실용외국어(유아/초·중·고),",실용외국어(유아/초·중·고), ,Y,N,전북특별자치도 고창군 고창읍 월곡15길 9,1층,56430,063-564-6537,20240211
P10,전북특별자치도교육청,고창군,학원,3000010562,비엔나음악전문학원,20120105,20111230,개원,        ,99991231,70,7,예능(대),예능(중),"음악,",음악, ,Y,N,전북특별자치도 고창군 고창읍 교촌3길 4,2층,56428,063-563-6335,20240211
P10,전북특별자치도교육청,고창군,학원,3000017834,서대가영 영어학원,20231220,20231220,개원,        ,        ,225,45,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,전북특별자치도 고창군 고창읍 성산로 19,2층(고창읍내휴먼시아),56435,063-563-0077,20240211
P10,전북특별자치도교육청,고창군,학원,38652,세종학원,20050718,20050718,개원,        ,99991231,60,30,입시.검정 및 보습,보통교과,"보습,입시,",보습, ,Y,N,전북특별자치도 고창군 고창읍 중앙로 235,3층,56433,063-564-3335,20240211
P10,전북특별자치도교육청,고창군,학원,3000013753,소리무용학원,20180529,20180529,개원,        ,99991231,90,30,예능(대),예능(중),"무용,",무용, ,Y,N,전북특별자치도 고창군 고창읍 성산2길 41,2층,56433,010-6520-9948,20240211
P10,전북특별자치도교육청,고창군,학원,30429,소명보습학원,19960309,19960309,개원,        ,99991231,60,30,입시.검정 및 보습,,"보습,",, ,Y,N,전북특별자치도 고창군 고창읍 중앙로 274,3층,56432,063-561-3774,20240211
P10,전북특별자치도교육청,고창군,학원,3000013721,수학카페학원,20180418,20210105,개원,        ,99991231,49,27,입시.검정 및 보습,보통교과,"보습,",보습, ,Y,N,전북특별자치도 고창군 고창읍 성산로 39,2층,56434,010-9599-0850,20240211
P10,전북특별자치도교육청,고창군,학원,40834,수현음악학원,20081120,20081119,개원,        ,99991231,61,7,예능(대),예능(중),음악,음악, ,Y,N,전북특별자치도 고창군 고창읍 월곡1길 34,1층,56430,063-564-1820,20250803
P10,전북특별자치도교육청,고창군,학원,30501,신현정음악학원,20021002,20021002,개원,        ,99991231,39,9,예능(대),예능(중),"음악,",음악, ,Y,N,전북특별자치도 고창군 고창읍 월곡1길 10,1층,56430,063-564-0809,20240211
P10,전북특별자치도교육청,고창군,학원,3000014980,에듀하우스 프라이빗클래스 고창학원,20210525,20210525,개원,        ,99991231,170,34,입시.검정 및 보습,보통교과,"보습·논술,",보습·논술, ,Y,N,전북특별자치도 고창군 고창읍 월곡로 23,2층,56431,063-564-9560,20240211
P10,전북특별자치도교육청,고창군,학원,30436,연세입시학원,19951229,19951229,개원,        ,99991231,30,10,국제화,외국어,"실용외국어(유아/초·중·고),",실용외국어(유아/초·중·고), ,Y,N,전북특별자치도 고창군 고창읍 중앙로 235,3층,56433,063-563-2433,20240211
P10,전북특별자치도교육청,고창군,학원,3000017807,올림학원,20231201,20231129,개원,        ,        ,120,30,입시.검정 및 보습,,,, ,Y,N,전북특별자치도 고창군 고창읍 성산3길 11-1,2층,56433,,20240211
P10,전북특별자치도교육청,고창군,학원,41599,윤선생영어숲학원,20100101,20091231,개원,        ,99991231,52,26,입시.검정 및 보습,보통교과,"보습,",보습, ,Y,N,전북특별자치도 고창군 고창읍 교촌3길 4,3층,56428,063-561-1103,20240211
P10,전북특별자치도교육청,고창군,학원,30534,으뜸보습학원,19951209,19951209,개원,        ,99991231,50,30,입시.검정 및 보습,보통교과,"보습,",보습, ,Y,N,전북특별자치도 고창군 고창읍 교흥길 21,2층,56432,063-562-2273,20240211
P10,전북특별자치도교육청,고창군,학원,3000018171,이지수학 학원,20250113,20250106,개원,        ,        ,30,30,입시.검정 및 보습,,,, ,Y, ,전북특별자치도 고창군 고창읍 모양성로 72,1층,56427,,20250126
P10,전북특별자치도교육청,고창군,학원,3000013342,인 실용음악학원,20170628,20170629,개원,        ,99991231,45,9,예능(대),예능(중),"음악,",음악, ,Y,N,전북특별자치도 고창군 고창읍 중거리당산로 177,2층,56432,063-561-4304,20240211
P10,전북특별자치도교육청,고창군,학원,3000010888,제일학원,20120726,20120725,개원,        ,99991231,60,12,입시.검정 및 보습,보통교과,"보습,",보습, ,N,N,전북특별자치도 고창군 흥덕면 문화1길 13,1층,56415,010-7158-9942,20240211
P10,전북특별자치도교육청,고창군,학원,3000010253,조이아카데미학원,20110706,20110706,개원,        ,99991231,60,30,입시.검정 및 보습,보통교과,"보습,",보습, ,Y,N,전북특별자치도 고창군 고창읍 월곡공원1길 26,1층,56430,063-561-0090,20240211
P10,전북특별자치도교육청,고창군,학원,3000015522,지혜의숲 고창학원,20221201,20221201,개원,        ,99991231,100,50,입시.검정 및 보습,보통교과,"보습·논술,",보습·논술, ,Y,N,전북특별자치도 고창군 고창읍 월곡14길 14,1층(애플미술보습학원),56430,063-563-5566,20240811
P10,전북특별자치도교육청,고창군,학원,3000012216,통문장영어수학학원,20090112,20150408,개원,        ,99991231,84,34,입시.검정 및 보습,보통교과,"보습,",보습, ,Y,N,전북특별자치도 고창군 고창읍 월곡1길 22,1층,56430,063-563-5505,20240211
P10,전북특별자치도교육청,고창군,학원,3000021813,투지 영어 학원,20260310,20260310,개원,        ,        ,0,19,입시.검정 및 보습,보통교과,보습,보습, ,Y, ,전북특별자치도 고창군 고창읍 성산3길 1,2층,56433,,20260419
P10,전북특별자치도교육청,고창군,학원,38172,파닉스학원,20050305,20050304,개원,        ,99991231,20,40,입시.검정 및 보습,보통교과,"보습,",보습, ,N,N,전북특별자치도 고창군 고창읍 중앙로 317,2층,56430,063-562-0037,20240211
P10,전북특별자치도교육청,고창군,학원,42029,프라임학원,20100915,20100914,개원,        ,99991231,36,30,입시.검정 및 보습,보통교과,"보습,",보습, ,Y,N,전북특별자치도 고창군 고창읍 성산2길 39,2층,56433,063-563-7005,20240211
P10,전북특별자치도교육청,고창군,학원,30433,하나보습학원,19981102,19981102,개원,        ,99991231,36,48,입시.검정 및 보습,보통교과,"보습,",보습, ,Y,N,전북특별자치도 고창군 고창읍 중앙로 270,2층,56432,063-564-0478,20240211
P10,전북특별자치도교육청,고창군,학원,37700,하이픽학원,20061226,20040924,개원,        ,99991231,240,85,입시.검정 및 보습,보통교과,"보습,",보습, ,Y,N,전북특별자치도 고창군 고창읍 월곡로 42,2층,56430,063-561-6464,20240211
P10,전북특별자치도교육청,고창군,학원,3000014644,학성학원,20200603,20200601,개원,        ,99991231,30,30,입시.검정 및 보습,보통교과,,보습, ,Y,N,전북특별자치도 고창군 고창읍 중앙로 186,3층,56432,010-9449-8799,20240211
P10,전북특별자치도교육청,고창군,학원,38388,해솔보습학원,20050516,20050516,개원,        ,99991231,20,31,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,전북특별자치도 고창군 고창읍 교흥길 17,1층,56432,010-2602-2442,20240211
P10,전북특별자치도교육청,고창군,학원,3000013352,해피클래스학원,20170717,20170714,개원,        ,99991231,32,31,입시.검정 및 보습,보통교과,"보습,",보습, ,Y,N,전북특별자치도 고창군 고창읍 교흥길 22,1층,56432,010-8559-1322,20240211
P10,전북특별자치도교육청,고창군,학원,3000011991,혜성학원,20141215,20141128,개원,        ,99991231,50,26,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,전북특별자치도 고창군 고창읍 월곡1길 20,1층,56430,063-561-2377,20240211
P10,전북특별자치도교육청,고창군,학원,37721,홍병숙뮤직아카데미학원,20041007,20041007,개원,        ,99991231,90,20,예능(대),예능(중),"음악,",음악, ,Y,N,전북특별자치도 고창군 고창읍 남구4길 27,2층(덕산진흥하이츠),56439,063-561-0934,20240211
P10,전북특별자치도교육청,군산시,교습소,3000015140,ERC영어독서클럽영어교습소,20211129,20211129,개원,        ,99991231,36,6,입시.검정 및 보습,보통교과,초등영어2,보습,"초등영어2:120000, 중등영어2:330000, 초등영어1:170000, 중등영어1:250000",Y,N,전라북도 군산시 백토로 128,", 2층 202호 (나운동, 현대상가)",54135,null,20250330
P10,전라북도교육청,군산시,교습소,3000017742,F필아트미술교습소,20230905,20230905,개원,        ,        ,0,6,예능(대),,,, ,Y, ,전라북도 군산시 궁포2로 75,", 205호(조촌동)",54072,,20231224
P10,전북특별자치도교육청,군산시,교습소,3000015477,가온바이올린음악교습소,20221017,20221017,개원,        ,99991231,15,5,예능(대),예능(중),피아노(초급),음악,"피아노(초급):130000, 피아노(중급):150000, 바이올린(초급):130000, 바이올린(중급):150000, 바이올린(입시):200000",Y,N,전라북도 군산시 궁포1로 24-3,", 세종빌딩 202-1호 (조촌동)",54072,,20240811
P10,전북특별자치도교육청,군산시,교습소,3000018241,고고잉글리시영어교습소,20250313,20250313,개원,        ,        ,0,6,입시.검정 및 보습,,,, ,Y, ,전북특별자치도 군산시 수송동로 91,"상가동 105-1호(수송동,수송아이파크)",54088,,20250323
P10,전북특별자치도교육청,군산시,교습소,3000021733,국어의숲국어교습소,20251223,20251223,개원,        ,        ,0,9,입시.검정 및 보습,,,, ,Y, ,전북특별자치도 군산시 궁멀길 23,",401동 102호(구암동,e편한세상 군산 디오션루체)",54043,,20260419
P10,전라북도교육청,군산시,교습소,41296,그림나무기타교습소,20090908,20090908,개원,        ,99991231,12,6,예능(대),예능(중),기타(주4회),음악,"기타(주4회):120000, 기타(주2회):60000",Y,N,전라북도 군산시 설림2길 34-3,", 1층 4호 (소룡동)",573881,,20231018
P10,전라북도교육청,군산시,교습소,3000015353,김다올피아노스튜디오교습소,20220525,20220525,개원,        ,99991231,15,5,예능(대),예능(중),,음악, ,Y,N,전라북도 군산시 미장6길 40,", 꼬모빌딩 3층 (미장동)",54093,,20231018
P10,전라북도교육청,군산시,교습소,41012,김영귀수학전문교습소,20090421,20090421,개원,        ,99991231,24,4,입시.검정 및 보습,보통교과,초등수학(1),보습,"초등수학(1):150000, 중등수학(1):250000, 고등수학(1):300000",Y,N,전라북도 군산시 수송동로 91, 수송아이파크 상가동 201-A호 (수송동),573802,063-461-0802,20231018
P10,전북특별자치도교육청,군산시,교습소,3000012580,날아라드럼교습소,20151223,20151223,개원,        ,99991231,15,3,예능(대),예능(중),,음악,"드럼입문:130000, 드럼중급:100000, 드럼고급:120000",Y,N,전라북도 군산시 의료원로 180,", 서호상가 2층 202호 (나운동)",54143,null,20240211
P10,전라북도교육청,군산시,교습소,3000017743,"늘,봄브레인뮤직아트음악교습소",20230905,20230905,개원,        ,        ,0,5,예능(대),,,, ,Y, ,전라북도 군산시 궁포2로 75,", 203호, 204호(조촌동)",54072,,20231018
P10,전북특별자치도교육청,군산시,교습소,3000015184,더샵피아노음악교습소,20211227,20211227,개원,        ,99991231,45,9,예능(대),예능(중),피아노초급,음악,"피아노초급:150000, 피아노중급:160000, 피아노고급:170000, 우쿨렐레:50000, 칼림바:50000, 피아노입시:250000",Y,N,전라북도 군산시 궁포1로 79,", 207, 208호 (조촌동, 더샵 디오션시티)",54072,,20260208
P10,전북특별자치도교육청,군산시,교습소,3000018005,더포스과학교습소,20240520,20240520,개원,        ,        ,0,6,입시.검정 및 보습,,,, ,Y,N,전북특별자치도 군산시 하나운로 18,"(나운동), 309-2호",54144,010-7735-3963,20241013
P10,전라북도교육청,군산시,교습소,3000014632,도레미음악교습소,20200520,20200520,개원,        ,99991231,20,6,예능(대),예능(중),,음악, ,Y,N,전라북도 군산시 진포3길 35,", 1층 (동흥남동)",54083,,20231018
P10,전북특별자치도교육청,군산시,교습소,41383,도이치피아노교습소,20091015,20091015,개원,        ,99991231,24,4,예능(대),예능(중),피아노고급,음악,"피아노고급:170000, 피아노중급2:160000, 피아노초급:140000, 피아노중급1:150000",Y,N,전라북도 군산시 미룡로 54,", 1층 B호 (미룡동,지윤빌딩)",573360,063-471-8273,20241103
P10,전북특별자치도교육청,군산시,교습소,3000014948,딥매쓰수학교습소,20210413,20210413,개원,        ,99991231,63,9,입시.검정 및 보습,보통교과,초등수학1,보습,"초등수학1:170000, 초등수학2:180000, 중등수학1:210000, 중등수학2:230000",Y,N,전라북도 군산시 대명길 13,", 204호 (대명동, 천년가더스테이)",54038,null,20250615
P10,전북특별자치도교육청,군산시,교습소,3000019768,로로네미술교습소,20251030,20251030,개원,        ,        ,0,9,예능(대),예능(중),주5회반,미술,"주5회반:180000, 주4회반:153600, 주3회반:115200, 주2회반:76800, 주1회반:38400, 토요반(90분):57600, 토요반(60분):38400",Y,N,전북특별자치도 군산시 미장안길 17,", 101호(미장동)",54086,,20260208
P10,전북특별자치도교육청,군산시,교습소,3000017996,리드인독서논술교습소,20240501,20240501,개원,        ,        ,0,9,입시.검정 및 보습,보통교과,독서논술(주1회),보습·논술,"독서논술(주1회):70000, 독서논술(주2회):120000, 독서논술(주3회):150000, 독서논술(주4회):180000, 독서논술(주5회):210000",Y,N,전북특별자치도 군산시 축동로 32,"(수송동), 204호",54101,010-6795-0221,20250803
P10,전북특별자치도교육청,군산시,교습소,3000018203,리딩앤클라이영어교습소,20250207,20250207,개원,        ,        ,0,8,입시.검정 및 보습,,,, ,Y, ,전북특별자치도 군산시 궁포2로 25,"상가 2층 205호 1/2부분(조촌동,e편한세상 디오션시티)",54072,,20250223
P10,전북특별자치도교육청,군산시,교습소,3000013282,리영어교습소,20170407,20170407,개원,        ,99991231,56,8,입시.검정 및 보습,보통교과,고등 보충학습,보습,"고등 보충학습:20000, 중등 보충학습:20000, 초등영어1:210000, 초등영어2:210000, 초등영어3:210000, 중등영어1:240000, 중등영어2:240000, 중등영어3:240000, 고등영어1:270000",Y,N,전라북도 군산시 수송로 134,", 2층 (수송동)",54102,063-466-8469,20260208
P10,전북특별자치도교육청,군산시,교습소,3000014656,림스튜디오음악교습소,20200615,20200615,개원,        ,99991231,32,4,예능(대),예능(중),피아노초급,음악,"피아노초급:140000, 피아노중급:150000, 피아노고급:160000, 초급바이엘:130000, 중급체르니100:140000, 중급체르니30:150000, 중급체르니40:160000, 일반성인주1회:120000, 일반성인주2회:140000, 일반성인주3회:150000, 피아노입시(반주법포함):210000",Y,N,전라북도 군산시 현충로 39,", 1층 (나운동, 성림교회)",54147,,20260208
P10,전북특별자치도교육청,군산시,교습소,3000017744,마이멜로디피아노음악교습소,20230905,20230905,개원,        ,        ,0,5,예능(대),예능(중),피아노(초급),음악,"피아노(초급):150000, 피아노(중급):180000, 우쿨렐레:78000, 통기타:120000",Y, ,전라북도 군산시 궁포2로 75,", 201호(조촌동)",54072,,20240218
P10,전라북도교육청,군산시,교습소,3000012196,메종드피아노교습소,20150323,20150323,개원,        ,99991231,10,5,예능(대),예능(중),,음악, ,Y,N,전라북도 군산시 나운로 77,", 2층 202호 (나운동, 삼성아파트)",573866,,20231018
